id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,ik_rating,two_way_audio,release_year,community_notes_count
openeye-oe-c1011d4-s,OpenEye,OE-C1011D4-S,dome,4MP,4,Progressive CMOS,103,ir,,,,,0
openeye-oe-c1012d2-s,OpenEye,OE-C1012D2-S,dome,2MP,2,Progressive CMOS,105,ir,IP67,IK10,,,0
openeye-oe-c1013d4-s,OpenEye,OE-C1013D4-S,dome,4MP,4,Progressive CMOS,84,ir,,,,,0
openeye-oe-c1014d4-s,OpenEye,OE-C1014D4-S,dome,4MP,4,"1/3"" CMOS",101,ir,IP67,IK10,true,,0
openeye-oe-c1016t2-s,OpenEye,OE-C1016T2-S,turret,2MP,2,"1/2.8"" CMOS",106,ir,IP67,,false,,0
openeye-oe-c1018t4,OpenEye,OE-C1018T4,turret,4MP,4,"1/3"" CMOS",97,ir,IP67,,true,,0
openeye-oe-c1024t5-s,OpenEye,OE-C1024T5-S,turret,5MP,5,"1/2.7"" CMOS",180,ir,IP67,IK10,false,,0
openeye-oe-c2012b4-s,OpenEye,OE-C2012B4-S,bullet,4MP,4,Progressive CMOS,103-30,ir,IP67,IK10,,,0
openeye-oe-c2012b8-s,OpenEye,OE-C2012B8-S,bullet,8MP,8,Progressive CMOS,105-31,ir,IP67,IK10,true,,0
openeye-oe-c2212b4,OpenEye,OE-C2212B4,bullet,4MP,4,Progressive CMOS,86-36,ir,IP67,,false,,0
openeye-oe-c2214b4,OpenEye,OE-C2214B4,bullet,4MP,4,Progressive CMOS,101.5,ir,IP67,,false,,0
openeye-oe-c3011d4-s,OpenEye,OE-C3011D4-S,dome,4MP,4,"1/2.7"" CMOS",103-32,ir,,,true,,0
openeye-oe-c3012t4-s,OpenEye,OE-C3012T4-S,turret,4MP,4,"1/3"" CMOS",103-29,ir,IP67,IK10,false,,0
openeye-oe-c3012t4b-s,OpenEye,OE-C3012T4B-S,turret,4MP,4,"1/3"" CMOS",103-29,ir,IP67,IK10,false,,0
openeye-oe-c3012t8-s,OpenEye,OE-C3012T8-S,turret,8MP,8,"1/2.8"" CMOS",105-31,ir,IP67,IK10,false,,0
openeye-oe-c3212d4-s,OpenEye,OE-C3212D4-S,dome,4MP,4,"1/3"" CMOS",104-30,ir,IP67,IK10,true,,0
openeye-oe-c3212d8-s,OpenEye,OE-C3212D8-S,dome,8MP,8,"1/2.8"" CMOS",109-31,ir,IP67,IK10,true,,0
openeye-oe-c8312p2,OpenEye,OE-C8312P2,ptz,2MP,2,"1/2.8"" Progressive Scan CMOS",66.5-2,,IP66,IK10,true,,0
openeye-oe-c9112f12,OpenEye,OE-C9112F12,fisheye,12MP,12,Progressive CMOS,180,ir,IP66,IK10,,,0
openeye-oe-c9912m20,OpenEye,OE-C9912M20,panoramic,20MP (4x 5MP),20,Progressive CMOS,103-34,ir,IP66,IK10,,,0
openeye-oe-cc3020d5,OpenEye,OE-CC3020D5,dome,5MP,5,"1/2.8"" Progressive CMOS",97,ir,IP66,IK10,,,0
openeye-oe-cc3022t5,OpenEye,OE-CC3022T5,turret,5MP,5,"1/2.8"" Progressive CMOS",97,ir,IP67,IK10,,,0
openeye-oe-cc3214f12,OpenEye,OE-CC3214F12,fisheye,12MP,12,"1/1.6"" Progressive CMOS",180,ir,IP67,IK10,,,0
openeye-oe-cc51d5,OpenEye,OE-CC51D5,dome,5MP,5,"1/2.7"" Progressive CMOS",100-30,ir,IP67,IK10,true,,0
openeye-oe-cc51d8,OpenEye,OE-CC51D8,dome,8MP,8,"1/2.8"" Progressive CMOS",115-36,ir,IP67,IK10,true,,0
openeye-oe-cc52b5,OpenEye,OE-CC52B5,bullet,5MP,5,"1/2.7"" Progressive CMOS",100-30,ir,IP67,IK10,true,,0
openeye-oe-cc53b8,OpenEye,OE-CC53B8,bullet,8MP,8,"1/2.8"" Progressive CMOS",115-36,ir,IP67,IK10,true,,0
panasonic-pm-eb4ukfc-w,Panasonic,PM-EB4UKFC-W,bullet,4MP,4,"1/3"" CMOS",,hybrid,IP67,,,,0
panasonic-pm-eb6ulfc-w,Panasonic,PM-EB6ULFC-W,bullet,6MP,6,"1/2.7"" CMOS",91.5,color,IP67,,,,0
panasonic-pm-eb8ulfc-w,Panasonic,PM-EB8ULFC-W,bullet,4K,8,"1/2.7"" CMOS",106.5,color,IP67,,,,0
panasonic-pm-px6nkbn-w,Panasonic,PM-PX6NKBN-W,box,6MP,6,"1/2.5"" CMOS",,none,,,,,0
panasonic-pm-vb4ulft-w,Panasonic,PM-VB4ULFT-W,bullet,4MP,4,"1/1.79"" CMOS",112,color,IP67,,,,0
panasonic-pm-vb4ulvc-w,Panasonic,PM-VB4ULVC-W,bullet,4MP,4,"1/3"" CMOS",92-31,hybrid,IP67,,,,0
panasonic-pm-vb6ulvc-w,Panasonic,PM-VB6ULVC-W,bullet,6MP,6,"1/2.5"" CMOS",108-36,hybrid,IP67,,,,0
panasonic-pm-vb8ulvc-w,Panasonic,PM-VB8ULVC-W,bullet,8MP,8,"1/2.8"" CMOS",97.3-34,hybrid,IP67,,,,0
pelco-bu4,Pelco,BU4,bullet,650 TVL,0.5,,,ir,,,,2013,0
pelco-bu5,Pelco,BU5,bullet,650 TVL,0.5,,,ir,,,,2013,0
pelco-bu6,Pelco,BU6,bullet,650 TVL,0.5,,,ir,,,,2013,0
pelco-c10dn,Pelco,C10DN,box,540 TVL,0.4,,,ir,,,,2013,0
pelco-c20,Pelco,C20,box,NTSC,0.4,"1/3"" CCD",,,,,,2013,0
pelco-esprit-es3012,Pelco,ES3012,ptz,NTSC,0.4,,,,,,,2013,0
pelco-fd1,Pelco,FD1,dome,650 TVL,0.5,"Sony 1/3""",,ir,,,,2013,0
pelco-fd2,Pelco,FD2,dome,650 TVL,0.5,"Sony 1/3""",,ir,,,,2013,0
pelco-fd5,Pelco,FD5,dome,650 TVL,0.5,"Sony 1/3""",,ir,,,,2013,0
pelco-id,Pelco,ID,dome,3.1MP,3.1,,,ir,,,,2013,0
pelco-ide10,Pelco,IDE10,dome,1.3MP,1.3,,,ir,,,,2013,0
pelco-ide20,Pelco,IDE20,dome,2.1MP,2.1,,,ir,,,,2013,0
pelco-iee10,Pelco,IEE10,dome,1.3MP,1.3,,,ir,,,true,2013,0
pelco-im10,Pelco,IM10,dome,1.3MP,1.3,,,ir,,,,2013,0
pelco-ims0,Pelco,IMS0,dome,0.5MP,0.5,,,ir,,,,2013,0
pelco-is20-is21,Pelco,IS20/IS21,dome,NTSC,0.4,,,ir,,,,2013,0
pelco-is50-is51,Pelco,IS50/IS51,dome,NTSC,0.4,,,ir,,,,2013,0
pelco-ix30,Pelco,IX30,box,3.1MP,3.1,,,ir,,,,2013,0
pelco-ixe10,Pelco,IXE10,box,1.3MP,1.3,,,ir,,,,2013,0
pelco-ixe20,Pelco,IXE20,box,2.1MP,2.1,,,ir,,,,2013,0
pelco-ixs0,Pelco,IXS0,box,SVGA,0.5,,,ir,,,,2013,0
pelco-optera-4k-imo-panoramic,Pelco,Optera 4K IMM12036-1EIPQ,panoramic,12MP Panoramic,12,"1/2.7"" CMOS (x4)",360 horizontal,ir,IP66,IK10,false,2021,0
pelco-optera-imm12027-1ep,Pelco,Optera IMM12027-1EP,panoramic,12MP Panoramic,12,"1/2.7"" CMOS (x3)",270 horizontal,ir,IP66,IK10,false,2020,0
pelco-pressurized-spectra-iv,Pelco,SD436-PRE1,ptz,NTSC,0.4,,,,IP67,,,2013,0
pelco-sarix-enhanced-4-ime832-1irs,Pelco,Sarix Enhanced 4 IME832-1IRS,dome,4K UHD,8,"1/1.8"" CMOS",100-33 horizontal,ir,IP66,IK10,false,2023,0
pelco-sarix-professional-4-imp231-1ers,Pelco,Sarix Professional 4 IMP231-1ERS,dome,1080p,2,"1/2.8"" CMOS",96-34 horizontal,ir,IP67,,false,2021,0
pelco-sarix-professional-4-imp531-1ers,Pelco,Sarix Professional 4 IMP531-1ERS,dome,5MP,5,"1/2.7"" CMOS",98-34 horizontal,ir,IP67,,false,2022,0
pelco-sarix-professional-4-imp831-1irs,Pelco,Sarix Professional 4 IMP831-1IRS,dome,4K UHD,8,"1/1.8"" CMOS",100-33 horizontal,ir,IP67,,false,2023,0
pelco-sarix-ti,Pelco,Sarix TI,ptz,640x480 thermal,0.3,,,,IP66,,,2013,0
pelco-spectra-enhanced-7-s7230l-ew1,Pelco,Spectra Enhanced 7 S7230L-EW1,ptz,1080p,2,"1/2.8"" CMOS",59.2-2.4 horizontal,ir,IP66,,false,2022,0
pelco-spectra-enhanced-7-s7240l-ew1,Pelco,Spectra Enhanced 7 S7240L-EW1,ptz,4K/8MP,8,"1/2.8"" CMOS",59.2-1.8 horizontal,ir,IP66,,false,2022,0
pelco-spectra-hd,Pelco,S5118,ptz,720p,1.3,,,,,,,2013,0
pelco-spectra-iv-ip,Pelco,SD4N36-PG-E1,ptz,NTSC,0.4,,,ir,,,,2013,0
pelco-spectra-iv-sl,Pelco,SD423,ptz,540 TVL,0.4,,,ir,,,,2013,0
pelco-spectra-mini,Pelco,SD4,ptz,NTSC,0.4,,,,,,,2013,0
pelco-spectra-mini-ip,Pelco,SD4N,ptz,NTSC,0.4,,,,,,,2013,0
pelco-spectra-professional-4k-s6230-fwl1,Pelco,Spectra Professional 4K S6230-FWL1,ptz,1080p,2,"1/1.8"" CMOS",54-2.1 horizontal,ir,IP66,,true,2023,0
pix-link-a10,PIX-LINK,A10,covert,1080P,2,,150,ir,,,true,,0
pix-link-a6,PIX-LINK,A6,ptz,HD,2,,90 horizontal,hybrid,IP65,,true,,0
pix-link-a9,PIX-LINK,A9,covert,1080P,2,,,ir,,,,,0
pix-link-drw125p,PIX-LINK,DRW125P,fisheye,1MP,1,,360 horizontal,color,,,true,,0
pix-link-drw135p,PIX-LINK,DRW135P,dual-lens,2MP,2,"1/3"" CMOS",135(D)/85(H),hybrid,,,true,,0
pix-link-drw136p,PIX-LINK,DRW136P,dual-lens,2MP,2,"1/3"" CMOS",135(D)/85(H),hybrid,,,true,,0
pix-link-drw137p,PIX-LINK,DRW137P,dual-lens,2MP,2,"1/3"" CMOS",135(D)/85(H),hybrid,,,true,,0
pix-link-drw341p-lwf,PIX-LINK,DRW341P-LWF,dual-lens,3MP,3,,,hybrid,,,,,0
pix-link-drw342p-lwf,PIX-LINK,DRW342P-LWF,dual-lens,3MP,3,,,hybrid,,,,,0
pix-link-drw343p-lwf,PIX-LINK,DRW343P-LWF,dual-lens,3MP,3,,,hybrid,,,,,0
pix-link-fw101p,PIX-LINK,FW101P,box,480P,1,,,ir,,,true,,0
pix-link-fw201t,PIX-LINK,FW201T,box,1080P,2,,,color,,,true,,0
pix-link-jxlcam,PIX-LINK,JXLCAM,ptz,HD,2,,355 pan/90 tilt,hybrid,,,true,,0
pix-link-rw101p-snowman,PIX-LINK,RW101P,ptz,1080P,2,,355 pan/80 tilt,ir,,,true,,0
pix-link-rw102p,PIX-LINK,RW102P,ptz,HD,2,,355 pan/90 tilt,hybrid,,,true,,0
pix-link-rw103p,PIX-LINK,RW103P,ptz,720P,1,,105 diagonal/75 horizontal,hybrid,,,true,,0
pix-link-rw104p,PIX-LINK,RW104P,ptz,HD,1,,,hybrid,,,,,0
pix-link-rw105p,PIX-LINK,RW105P,ptz,480P,1,,105 diagonal/75 horizontal,hybrid,,,,,0
pix-link-rw106p,PIX-LINK,RW106P,ptz,2MP HD,2,,,hybrid,,,,,0
pix-link-rw107p,PIX-LINK,RW107P,ptz,HD,1,,,hybrid,,,true,,0
pix-link-rw110p,PIX-LINK,RW110P,ptz,HD,2,,,hybrid,,,true,,0
pix-link-rw112p,PIX-LINK,RW112P,dual-lens,1MP,1,,,color,,,true,,0
pix-link-rw113p,PIX-LINK,RW113P,dome,720P,1,,,hybrid,,,true,,0
pix-link-rw201t,PIX-LINK,RW201T,box,1080P,2,,,hybrid,,,true,,0
pix-link-rw202y,PIX-LINK,RW202Y,ptz,1080P,2,Color CMOS,"75 horizontal, 105 diagonal",hybrid,,,true,,0
pix-link-rw204y,PIX-LINK,RW204Y,box,1080P,2,,75 horizontal,hybrid,,,,,0
pix-link-rw206y,PIX-LINK,RW206Y,ptz,1080P,2,,75 horizontal,hybrid,,,true,,0
provision-isr-bmh-320srn-mvf,Provision-ISR,BMH-320SRN-MVF,bullet,2MP,2,"1/2.8"" CMOS",105.4-34,hybrid,IP67,,false,,0
provision-isr-bmh-340srn-mvf,Provision-ISR,BMH-340SRN-MVF,bullet,4MP,4,"1/3"" CMOS",97-33,hybrid,IP67,,false,,0
provision-isr-bmh-thermal-3,Provision-ISR,BMH-THERMAL-3,bullet,5MP,5,"1/2.7"" CMOS",80,hybrid,IP66,,true,,0
provision-isr-bmh-thermal-7,Provision-ISR,BMH-THERMAL-7,bullet,5MP,5,"1/2.7"" CMOS",37,hybrid,IP66,,true,,0
provision-isr-bmv-320srn-36,Provision-ISR,BMV-320SRN-36,bullet,2MP,2,"1/2.8"" CMOS",89,color,IP67,,false,,0
provision-isr-bmv-340srn-36,Provision-ISR,BMV-340SRN-36,bullet,4MP,4,"1/3"" CMOS",79,color,IP67,,false,,0
provision-isr-bsv-320ar-36,Provision-ISR,BSV-320AR-36,bullet,1080p,2,"1/2.9"" CMOS",84.6,color,IP67,,,,0
provision-isr-bsv-320srn-36,Provision-ISR,BSV-320SRN-36,bullet,2MP,2,"1/2.8"" CMOS",84.6,color,IP67,,false,,0
provision-isr-bsv-340srn-36,Provision-ISR,BSV-340SRN-36,bullet,4MP,4,"1/2.8"" CMOS",98,color,IP67,,false,,0
provision-isr-bx-341ipen,Provision-ISR,BX-341IPEN,box,4MP,4,"1/3"" CMOS",,,,,true,,0
provision-isr-cel1-240adsrn-36,Provision-ISR,CEL1-240ADSRN-36,bullet,4MP,4,"1/1.8"" CMOS",92,color,IP67,,true,,0
provision-isr-dai-320au-vf,Provision-ISR,DAI-320AU-VF,dome,1080p,2,"1/2.9"" CMOS",88-33,ir,IP67,IK10,,,0
provision-isr-dai-320ipe-mvf,Provision-ISR,DAI-320IPE-MVF,dome,2MP,2,"1/2.8"" CMOS",103-32,ir,IP67,,true,,0
provision-isr-dai-320ipen-28-v4,Provision-ISR,DAI-320IPEN-28-V4,dome,2MP,2,"1/2.8"" CMOS",108,ir,IP67,IK10,false,,0
provision-isr-dai-320ipen-mvf-v4,Provision-ISR,DAI-320IPEN-MVF-V4,dome,2MP,2,"1/2.8"" CMOS",103-32,ir,IP67,IK10,true,,0
provision-isr-dai-340ipen-28,Provision-ISR,DAI-340IPEN-28,dome,4MP,4,"1/3"" CMOS",100,ir,IP67,IK10,false,,0
provision-isr-dai-340ipen-mvf-v4,Provision-ISR,DAI-340IPEN-MVF-V4,dome,4MP,4,"1/3"" CMOS",98-28,ir,IP67,IK10,true,,0
provision-isr-dai-350a-mvf,Provision-ISR,DAI-350A-MVF,dome,5MP,5,"1/2.7"" CMOS",84-32,ir,IP67,IK10,,,0
provision-isr-dai-380a-mvf,Provision-ISR,DAI-380A-MVF,dome,4K,8,"1/2.5"" CMOS",83.5-32,ir,IP67,IK10,,,0
provision-isr-dai-380ipe-mvf,Provision-ISR,DAI-380IPE-MVF,dome,8MP,8,"1/2.8"" CMOS",96-32,ir,IP67,IK10,true,,0
provision-isr-dai-380ipen-mvf-v3,Provision-ISR,DAI-380IPEN-MVF-V3,dome,8MP,8,"1/2.8"" CMOS",96-32,ir,IP67,IK10,true,,0
provision-isr-db-320wipn,Provision-ISR,DB-320WIPN,doorbell,2MP,2,"1/2.8"" CMOS",139,hybrid,IP65,,true,,0
provision-isr-dh-320srn-mvf,Provision-ISR,DH-320SRN-MVF,dome,2MP,2,"1/2.8"" CMOS",105.4-34,hybrid,IP67,,false,,0
provision-isr-dh-340srn-mvf,Provision-ISR,DH-340SRN-MVF,dome,4MP,4,"1/3"" CMOS",105.4-34,hybrid,IP67,,false,,0
provision-isr-di-320a-28,Provision-ISR,DI-320A-28,dome,1080p,2,"1/2.9"" CMOS",88,ir,IP67,,,,0
provision-isr-di-320a-vf,Provision-ISR,DI-320A-VF,dome,1080p,2,"1/2.9"" CMOS",88-33,ir,IP67,,,,0
provision-isr-di-320a-vf-g,Provision-ISR,DI-320A-VF-G,dome,1080p,2,"1/2.9"" CMOS",88-33,ir,IP67,,,,0
provision-isr-di-320au-mvf,Provision-ISR,DI-320AU-MVF,dome,1080p,2,"1/2.8"" CMOS",96-34,ir,IP67,,,,0
provision-isr-di-320au-mvf-g,Provision-ISR,DI-320AU-MVF-G,dome,1080p,2,"1/2.8"" CMOS",96-34,ir,IP67,,,,0
provision-isr-di-320ipb-28,Provision-ISR,DI-320IPB-28,bullet,2MP,2,,110,ir,IP67,,false,,0
provision-isr-di-320ipbn-36,Provision-ISR,DI-320IPBN-36,bullet,2MP,2,"1/2.8"" CMOS",85,ir,IP67,,false,,0
provision-isr-di-320ipe-mvf,Provision-ISR,DI-320IPE-MVF,bullet,2MP,2,"1/2.8"" CMOS",103-32,ir,IP67,,false,,0
provision-isr-di-320ipen-28,Provision-ISR,DI-320IPEN-28,bullet,2MP,2,"1/2.8"" CMOS",108,ir,IP67,,false,,0
provision-isr-di-320ipen-mvf,Provision-ISR,DI-320IPEN-MVF,bullet,2MP,2,"1/2.8"" CMOS",103-32,ir,IP67,,false,,0
provision-isr-di-320ipsn-28-g,Provision-ISR,DI-320IPSN-28-G,bullet,2MP,2,"1/2.8"" CMOS",107,ir,IP67,,false,,0
provision-isr-di-320ipsn-28-g-v2,Provision-ISR,DI-320IPSN-28-G-V2,bullet,2MP,2,"1/2.8"" CMOS",107,ir,IP67,,false,,0
provision-isr-di-320ipsn-28-v2,Provision-ISR,DI-320IPSN-28-V2,bullet,2MP,2,"1/2.8"" CMOS",107,ir,IP67,,false,,0
provision-isr-di-320ipsn-mvf-v2,Provision-ISR,DI-320IPSN-MVF-V2,bullet,2MP,2,,102.5-33.6,ir,IP67,,false,,0
provision-isr-di-320ipsn-vf,Provision-ISR,DI-320IPSN-VF,bullet,2MP,2,"1/2.8"" CMOS",88-34.8,ir,IP67,,false,,0
provision-isr-di-320ipsn-vf-g,Provision-ISR,DI-320IPSN-VF-G,bullet,2MP,2,"1/2.8"" CMOS",88-34.8,ir,IP67,,false,,0
provision-isr-di-340ad-mvf,Provision-ISR,DI-340AD-MVF,bullet,4MP,4,"1/3"" CMOS",94.2-29.8,hybrid,IP66,,false,,0
provision-isr-di-340ipen-28,Provision-ISR,DI-340IPEN-28,bullet,4MP,4,"1/3"" CMOS",100,ir,IP67,,false,,0
provision-isr-di-340ipen-28-g,Provision-ISR,DI-340IPEN-28-G,bullet,4MP,4,"1/3"" CMOS",84.8,color,IP67,,false,,0
provision-isr-di-340ipen-mvf,Provision-ISR,DI-340IPEN-MVF,bullet,4MP,4,"1/3"" CMOS",94.3-29.9,ir,IP67,,false,,0
provision-isr-di-340ipen-mvf-v4,Provision-ISR,DI-340IPEN-MVF-V4,bullet,4MP,4,"1/3"" CMOS",94.3-29.9,ir,IP67,,false,,0
provision-isr-di-340ipsn-28-g-v2,Provision-ISR,DI-340IPSN-28-G-V2,bullet,4MP,4,"1/3"" CMOS",110,ir,IP67,,false,,0
provision-isr-di-340ipsn-28-v2,Provision-ISR,DI-340IPSN-28-V2,bullet,4MP,4,"1/3"" CMOS",110,ir,IP67,,false,,0
provision-isr-di-340ipsn-mvf-g,Provision-ISR,DI-340IPSN-MVF-G,bullet,4MP,4,"1/3"" CMOS",94-35.7,ir,IP67,,false,,0
provision-isr-di-340ipsn-mvf-v2,Provision-ISR,DI-340IPSN-MVF-V2,bullet,4MP,4,"1/3"" CMOS",94-35.7,ir,IP67,,false,,0
provision-isr-di-350a-28,Provision-ISR,DI-350A-28,dome,5MP,5,"1/2.7"" CMOS",91,ir,IP67,,,,0
provision-isr-di-350a-mvf,Provision-ISR,DI-350A-MVF,dome,5MP,5,"1/2.7"" CMOS",84-32,ir,IP67,,,,0
provision-isr-di-350a-mvf-g,Provision-ISR,DI-350A-MVF-G,dome,5MP,5,"1/2.7"" CMOS",84-32,ir,IP67,,,,0
provision-isr-di-350a-vf,Provision-ISR,DI-350A-VF,dome,5MP,5,"1/2.7"" CMOS",84-32,ir,IP67,,,,0
provision-isr-di-380a-28,Provision-ISR,DI-380A-28,dome,4K,8,"1/2.5"" CMOS",89.3,ir,IP67,,,,0
provision-isr-di-380a-mvf,Provision-ISR,DI-380A-MVF,dome,4K,8,"1/2.5"" CMOS",78-31.3,ir,IP67,,,,0
provision-isr-di-380ipe-mvf,Provision-ISR,DI-380IPE-MVF,bullet,8MP,8,"1/2.8"" CMOS",96-32,ir,IP67,,false,,0
provision-isr-di-380ipen-mvf-v3,Provision-ISR,DI-380IPEN-MVF-V3,bullet,8MP,8,"1/2.8"" CMOS",96-32,ir,IP67,,false,,0
provision-isr-di-380ipsn-28-v3,Provision-ISR,DI-380IPSN-28-V3,bullet,8MP,8,"1/2.7"" CMOS",112,ir,IP67,,false,,0
provision-isr-di-380ipsn-mvf-v3,Provision-ISR,DI-380IPSN-MVF-V3,bullet,8MP,8,"1/2.8"" CMOS",102.7-32.2,ir,IP67,,false,,0
provision-isr-dl-340ipern-36,Provision-ISR,DL-340IPERN-36,bullet,4MP,4,"1/2.8"" CMOS",84.8,color,IP67,,false,,0
provision-isr-dma-320ipe-28,Provision-ISR,DMA-320IPE-28,dome,2MP,2,"1/2.8"" CMOS",108,ir,IP67,IK10,false,,0
provision-isr-dma-320ipen-28-v4,Provision-ISR,DMA-320IPEN-28-V4,dome,2MP,2,"1/2.8"" CMOS",108,ir,IP67,IK10,false,,0
provision-isr-dma-340ipen-28,Provision-ISR,DMA-340IPEN-28,dome,4MP,4,"1/3"" CMOS",100,ir,IP67,IK10,false,,0
provision-isr-ds-392a37,Provision-ISR,DS-392A37,covert,1080p,2,"1/3"" CMOS",78,,,,,,0
provision-isr-dv-320ar-36,Provision-ISR,DV-320AR-36,dome,1080p,2,"1/2.9"" CMOS",84.6,color,IP67,,,,0
provision-isr-dv-320srn-28,Provision-ISR,DV-320SRN-28,dome,2MP,2,"1/2.8"" CMOS",105.2,color,IP67,,false,,0
provision-isr-dv-340srn-28,Provision-ISR,DV-340SRN-28,dome,4MP,4,"1/3"" CMOS",99,color,IP67,,false,,0
provision-isr-fei-360ipn,Provision-ISR,FEI-360IPN,fisheye,6MP,6,"1/2.9"" CMOS",360 (ceiling) / 180 (wall),ir,IP67,,true,,0
provision-isr-i2-320a-28,Provision-ISR,I2-320A-28,bullet,1080p,2,"1/2.9"" CMOS",88,ir,IP67,,,,0
provision-isr-i2-320ipb-28,Provision-ISR,I2-320IPB-28,bullet,2MP,2,,89,ir,IP67,,,,0
provision-isr-i2-320ipbn-36,Provision-ISR,I2-320IPBN-36,bullet,2MP,2,"1/2.8"" CMOS",102,ir,IP67,,,,0
provision-isr-i2-320ipsn-28-g,Provision-ISR,I2-320IPSN-28-G,bullet,2MP,2,"1/2.8"" CMOS",107,ir,IP67,,,,0
provision-isr-i2-320ipsn-28-g-v2,Provision-ISR,I2-320IPSN-28-G-V2,bullet,2MP,2,"1/2.8"" CMOS",107,ir,IP67,,false,,0
provision-isr-i2-320ipsn-28-v2,Provision-ISR,I2-320IPSN-28-V2,bullet,2MP,2,"1/2.8"" CMOS",107,ir,IP67,,false,,0
provision-isr-i2-340ipsn-28-g-v2,Provision-ISR,I2-340IPSN-28-G-V2,bullet,4MP,4,"1/3"" CMOS",110,ir,IP67,,,,0
provision-isr-i2-340ipsn-28-v2,Provision-ISR,I2-340IPSN-28-V2,bullet,4MP,4,"1/3"" CMOS",110,ir,IP67,,,,0
provision-isr-i2-340wipsn-28,Provision-ISR,I2-340WIPSN-28,bullet,4MP,4,"1/3"" CMOS",110,ir,IP67,,false,,0
provision-isr-i2-350a-28,Provision-ISR,I2-350A-28,bullet,5MP,5,"1/2.7"" CMOS",91,ir,IP67,,,,0
provision-isr-i2-380a-28,Provision-ISR,I2-380A-28,bullet,4K,8,"1/2.5"" CMOS",95,ir,IP67,,,,0
provision-isr-i3-330wip536-m,Provision-ISR,I3-330WIP536-M,bullet,3MP,3,"1/3"" CMOS",90,ir,IP66,,,,0
provision-isr-i4-320a-28,Provision-ISR,I4-320A-28,bullet,1080p,2,"1/2.9"" CMOS",88,ir,IP67,,,,0
provision-isr-i4-320a-vf,Provision-ISR,I4-320A-VF,bullet,1080p,2,"1/2.9"" CMOS",88-33,ir,IP67,,,,0
provision-isr-i4-320a-vf-g,Provision-ISR,I4-320A-VF-G,bullet,1080p,2,"1/2.9"" CMOS",88-33,ir,IP67,,,,0
provision-isr-i4-320au-mvf,Provision-ISR,I4-320AU-MVF,bullet,1080p,2,"1/2.8"" CMOS",96-34,ir,IP67,,,,0
provision-isr-i4-320ipe-mvf,Provision-ISR,I4-320IPE-MVF,bullet,2MP,2,"1/2.8"" CMOS",103-32,ir,IP67,,false,,0
provision-isr-i4-320ipen-36,Provision-ISR,I4-320IPEN-36,bullet,2MP,2,"1/2.8"" CMOS",89,ir,IP67,,false,,0
provision-isr-i4-320ipen-36-v4,Provision-ISR,I4-320IPEN-36-V4,bullet,2MP,2,"1/2.8"" CMOS",89,ir,IP67,,false,,0
provision-isr-i4-320ipen-mvf,Provision-ISR,I4-320IPEN-MVF,bullet,2MP,2,"1/2.8"" CMOS",103-32,ir,IP67,,false,,0
provision-isr-i4-320ipsn-mvf-v2,Provision-ISR,I4-320IPSN-MVF-V2,bullet,2MP,2,"1/2.8"" CMOS",94-35.7,ir,IP67,,,,0
provision-isr-i4-320ipsn-vf,Provision-ISR,I4-320IPSN-VF,bullet,2MP,2,"1/2.8"" CMOS",94-35.7,ir,IP67,,,,0
provision-isr-i4-320ipsn-vf-v2,Provision-ISR,I4-320IPSN-VF-V2,bullet,2MP,2,"1/2.8"" CMOS",94-35.7,ir,IP67,,,,0
provision-isr-i4-340ad-mvf,Provision-ISR,I4-340AD-MVF,bullet,4MP,4,"1/3"" CMOS",94.2-29.8,hybrid,IP66,,false,,0
provision-isr-i4-340ipen-36,Provision-ISR,I4-340IPEN-36,bullet,4MP,4,"1/3"" CMOS",80.6,ir,IP67,,false,,0
provision-isr-i4-340ipen-36-g,Provision-ISR,I4-340IPEN-36-G,bullet,4MP,4,"1/3"" CMOS",84.8,color,IP67,,false,,0
provision-isr-i4-340ipen-36-v5,Provision-ISR,I4-340IPEN-36-V5,bullet,4MP,4,"1/3"" CMOS",79,ir,IP67,,true,,0
provision-isr-i4-340ipen-mvf,Provision-ISR,I4-340IPEN-MVF,bullet,4MP,4,"1/3"" CMOS",94.3-29.9,ir,IP67,,false,,0
provision-isr-i4-340ipen-mvf-v4,Provision-ISR,I4-340IPEN-MVF-V4,bullet,4MP,4,"1/3"" CMOS",94.3-29.9,ir,IP67,,false,,0
provision-isr-i4-340ipen-mvf-v5,Provision-ISR,I4-340IPEN-MVF-V5,bullet,4MP,4,"1/3"" CMOS",100-29,ir,IP67,,false,,0
provision-isr-i4-340ipsn-mvf-v2,Provision-ISR,I4-340IPSN-MVF-V2,bullet,4MP,4,"1/3"" CMOS",94-35.7,ir,IP67,,,,0
provision-isr-i4-350a-28,Provision-ISR,I4-350A-28,bullet,5MP,5,"1/2.7"" CMOS",91,ir,IP67,,,,0
provision-isr-i4-350a-mvf,Provision-ISR,I4-350A-MVF,bullet,5MP,5,"1/2.7"" CMOS",84-32,ir,IP67,,,,0
provision-isr-i4-350a-vf,Provision-ISR,I4-350A-VF,bullet,5MP,5,"1/2.7"" CMOS",84-32,ir,IP67,,,,0
provision-isr-i4-360ipen-36-v4,Provision-ISR,I4-360IPEN-36-V4,bullet,6MP,6,"1/2.5"" CMOS",78,ir,IP67,,true,,0
